1,-5.3117,-18.643,-3.4206
2,-2.3644,-21.758,-4.5093
3,-1.9418,-21.432,-4.005
4,-2.2974,-23.562,-3.6652
5,-3.7282,-23.796,-3.1499
6,-2.4083,-24.16,-3.0956
7,-3.4038,-24.727,-2.1744
8,-4.1453,-24.921,-2.116
9,-5.7272,-24.451,-2.0335
10,-3.0477,-25.698,-2.3766
11,-3.747,-25.253,-2.9426
12,-3.9398,-25.639,-3.0752
13,-3.0765,-26.458,-3.1241
14,-3.5718,-27.654,-2.7829
15,-3.3258,-27.22,-2.7009
16,-5.4036,-29.34,-2.3678
17,-4.8296,-28.724,-2.031
18,-5.0568,-30.051,-2.4557
19,-3.2653,-33.59,-3.988
20,-2.6005,-35.613,-3.8617
21,-0.98996,-37.029,-4.0474
22,-1.7093,-38.043,-4.1771
23,-1.4514,-38.298,-3.7864
24,-2.5333,-37.644,-3.2391
25,-2.4081,-38.151,-3.377
26,-4.3498,-37.058,-2.3442
27,-3.6954,-37.537,-2.9159
28,-3.0129,-36.492,-2.2898
29,-1.6283,-37.9,-2.4714
30,-2.936,-38.149,-2.5704
31,-0.77614,-38.694,-2.4878
32,-2.2479,-39.534,-2.3318
33,-5.0429,-38.24,-2.7325
34,-5.389,-36.37,-2.4954
35,-6.0298,-35.306,-2.7813
36,-6.3989,-35.387,-2.366
37,-6.5752,-36.483,-2.367
38,-6.7729,-36.734,-2.1163
39,-6.2647,-36.039,-2.3868
40,-6.6954,-35.686,-2.3678
41,-7.0971,-37.948,-1.5525
42,-7.3498,-37.853,-1.3497
43,-7.5173,-40.409,0.15926
44,-8.3426,-41.454,0.32944
45,-10.635,-40.254,1.4328
46,-7.2536,-40.079,0.11193
47,-8.014,-40.143,-1.7795
48,-7.9848,-39.168,-2.5702
49,-8.0906,-40.188,-1.6405
50,-10.772,-39.014,-1.2189
51,-12.198,-39.183,-1.3419
52,-14.044,-37.522,-0.78799
53,-14.948,-35.862,-1.2741
54,-14.688,-37.716,-1.1665
55,-11.778,-40.843,-1.2318
56,-12.689,-38.501,-1.035
57,-12.264,-38.278,-1.4529
58,-11.571,-37.607,-1.727
59,-10.898,-37.453,-1.6343
60,-9.8806,-39.658,-1.9952
61,-9.1854,-40.584,-2.2819
62,-10.034,-38.711,-2.0303
63,-10.234,-38.534,-2.3945
64,-10.128,-39.2,-2.3083
65,-8.6147,-40.603,-2.1301
66,-9.0406,-40.148,-2.3832
67,-12.638,-37.365,-2.9371
68,-11.045,-40.877,-1.6534
69,-12.404,-38.432,-2.1983
70,-12.632,-39.625,-2.2988
71,-12.554,-40.351,-1.9327
72,-14.919,-38.382,-1.8786
73,-12.807,-39.993,-1.7602
74,-8.0357,-41.537,-2.1087
75,-8.9006,-40.069,-0.21519
76,-5.9183,-40.467,-1.129
77,-4.6397,-40.517,-0.86766
78,-4.9635,-41.499,-0.38111
79,-6.268,-42.012,-0.85354
80,-6.992,-41.854,-0.56477
81,-5.402,-43.845,-0.069718
82,-5.7048,-42.817,-0.26709
83,-5.1001,-42.493,-1.1166
84,-7.0383,-43.311,0.11464
85,-5.3535,-44.8,-0.67441
86,-6.0759,-46.521,0.078474
87,-7.5191,-46.97,0.78733
88,-6.6795,-48.128,1.8739
89,-7.1198,-48.644,1.1453
90,-5.7536,-48.215,-0.080849
91,-4.7162,-47.666,-0.34231
92,-2.1294,-46.926,-2.4494
93,-3.4432,-45.385,-2.5412
94,-2.3131,-45.421,-2.8619
95,-1.4499,-44.434,-3.8123
96,-1.6886,-43.638,-3.7284
97,-1.7188,-43.059,-4.4464
98,-3.6694,-42.161,-3.9555
99,-3.6561,-44.315,-3.6141
100,-6.815,-44.482,-3.7388
101,-7.6256,-41.866,-4.5162
102,-6.3188,-43.313,-4.5327
103,-6.0617,-44.081,-4.6871
104,-6.4859,-43.689,-4.8024
105,-5.1729,-43.529,-5.3024
106,-5.7017,-43.337,-5.719
107,-5.5311,-42.861,-5.7503
108,-5.5399,-40.443,-6.4872
109,-5.5096,-42.171,-6.1733
110,-5.762,-40.684,-6.1344
111,-4.243,-39.182,-7.121
112,1.2603,-42.35,-8.9519
113,-0.64651,-36.507,-7.6338
114,-1.798,-33.557,-7.1455
115,-2.3398,-29.698,-6.811
116,1.2663,-25.818,-7.9913
117,4.1381,-25.436,-7.8637
118,4.3296,-23.321,-6.9548
119,8.3806,-19.074,-6.2115
120,9.5957,-13.618,-4.8154
121,11.896,-10.545,-3.4775
122,12.036,-6.7389,-1.7175
123,13.397,-2.9671,-1.2189
124,13.662,2.0741,0.28681
125,14.675,4.7731,0.086141
126,14.522,6.4594,1.186
127,13.726,7.8698,1.2971
128,14.826,7.4525,0.90804
129,12.581,8.1928,1.72
130,13.926,7.8854,1.3645
131,14.39,6.4714,1.2443
132,12.077,4.9586,1.7446
133,10.6,4.627,1.9047
134,12.187,4.3174,2.0815
135,10.491,5.9944,2.0255
136,11.828,4.5478,2.0276
137,11.704,4.6263,2.4688
138,9.7907,4.7929,2.974
139,10.839,5.9459,2.9187
140,10.307,6.2776,3.7553
141,9.6023,7.9833,3.8654
142,9.8825,7.9252,4.2965
143,7.797,8.7523,4.3236
144,8.3592,8.5594,4.582
145,8.4725,8.6326,4.5624
146,9.2957,9.0343,4.4756
147,9.5234,8.1202,4.5101
148,11.418,6.7142,4.6098
149,8.2684,3.771,4.7665
150,9.9142,3.0129,4.8466
151,9.1299,-2.0771,4.5582
152,5.8997,-8.3678,3.4554
153,5.3649,-14.276,2.7797
154,5.2157,-20.837,1.2088
155,6.6958,-26.256,-0.44408
156,-3.7715,-29.899,-0.73702
157,-6.2564,-33.928,-0.62596
158,-5.3014,-35.833,-1.6883
159,-6.215,-35.944,-2.3234
160,-6.1577,-39.673,-1.9779
161,-6.7965,-39.375,-2.4475
162,-6.4173,-40.453,-2.4805
163,-10.128,-40.156,-2.6083
164,-7.7692,-41.033,-3.4331
165,-8.3714,-36.922,-3.261
166,-8.9256,-38.934,-3.6415
167,-10.138,-38.226,-3.634
168,-11.209,-36.449,-3.3709
169,-10.678,-38.507,-2.7166
170,-14.661,-35.341,-2.4936
171,-14.589,-35.462,-2.647
172,-16.544,-33.301,-2.4221
173,-17.622,-33.673,-1.715
174,-17.546,-32.9,-1.7916
175,-18.211,-32.621,-1.9438
176,-19.559,-32.965,-1.2492
177,-20.552,-32.129,-1.3928
178,-20.174,-31.926,-0.84375
179,-21.424,-29.167,-1.0555
180,-15.66,-33.997,-0.43931
